"","date","temp_105","temp_210","temp_230","temp_235","temp_250","temp_300","temp_330"
"308",2021-12-17 20:00:00,4.4,4.3,3.1,1.8,1.8,4.3,2.8
"309",2021-12-17 21:00:00,4.2,4.3,3.3,2,1.3,4.2,2.7
"310",2021-12-17 22:00:00,4,4.3,3.2,2.2,1.5,4.1,2.4
"311",2021-12-17 23:00:00,4.1,4.2,2.3,2.2,1.1,4,2.5
"312",2021-12-18,4.3,4,1.7,2.2,0,4,1.7
"313",2021-12-18 01:00:00,4.2,3.7,2.5,2.1,0.8,3.7,0
"314",2021-12-18 02:00:00,4.2,3.6,3.1,2.4,1.3,3.6,1.2
"315",2021-12-18 03:00:00,4.1,3.3,3.2,2.4,1.2,3.3,1.9
"316",2021-12-18 04:00:00,4.3,3.2,3,2.3,1,3.5,2.3
"317",2021-12-18 05:00:00,4.4,3.1,2.8,2.5,1.2,3.5,2.2
"318",2021-12-18 06:00:00,3.9,3.3,2.6,2.6,1.6,3.4,2.2
"319",2021-12-18 07:00:00,3.8,3.6,2.6,2.7,2,3.4,2.3
"320",2021-12-18 08:00:00,3.8,4,2.6,2.7,2.3,3.5,2.6
"321",2021-12-18 09:00:00,4.4,4.7,2.8,2.6,2.9,3.7,2.8
"322",2021-12-18 10:00:00,5,5.1,3.1,2.9,3.1,4.2,3
"323",2021-12-18 11:00:00,5.3,5.1,3.8,3.8,3.3,4.5,3.3
"324",2021-12-18 12:00:00,4.8,4.9,4.4,4.2,3.2,4.5,3.6
"325",2021-12-18 13:00:00,4.4,4.7,4.8,4.6,3.4,4.8,3.9
"326",2021-12-18 14:00:00,4.4,4.6,4.9,4.6,3.8,4.7,4
"327",2021-12-18 15:00:00,4.3,4.6,4.7,4.2,4.1,4.7,4.1
"328",2021-12-18 16:00:00,4.4,4.6,4.5,3.9,4.4,4.9,4.3
"329",2021-12-18 17:00:00,4.5,4.5,4.4,3.8,4.9,5.1,4.3
"330",2021-12-18 18:00:00,4.7,4.7,4.4,3.7,5,5,4.5
"331",2021-12-18 19:00:00,4.8,5.1,4.4,3.5,4.8,4.8,4.5
"332",2021-12-18 20:00:00,5.2,5.5,4.6,3.5,4.6,4.9,4.6
"333",2021-12-18 21:00:00,5.5,5.7,4.8,3.6,4.3,5.6,4.6
"334",2021-12-18 22:00:00,5.9,6,5.1,3.9,4.1,5.9,4.8
"335",2021-12-18 23:00:00,5.9,6,5.3,4.3,4.2,6.4,5
"336",2021-12-19,5.8,6,5.9,4.7,4.4,6.7,5.5
"337",2021-12-19 01:00:00,5.9,6.1,6.3,5,4.9,6.7,5.9
"338",2021-12-19 02:00:00,6.1,6,6.1,5.1,5.4,6.6,6.2
"339",2021-12-19 03:00:00,6.2,6,6.2,5.3,6,6.6,6.2
"340",2021-12-19 04:00:00,6.2,6,6.3,5.2,6,6.5,6.2
"341",2021-12-19 05:00:00,6,6.1,6.3,5.4,5.9,5.9,5.9
"342",2021-12-19 06:00:00,5.9,6.1,6.3,5.4,5.9,6.1,5.9
"343",2021-12-19 07:00:00,5.5,6,6.3,5.2,6.1,6.2,5.6
"344",2021-12-19 08:00:00,5.6,5.8,6.3,5.2,6.2,6.3,5.7
"345",2021-12-19 09:00:00,5.8,5.9,6.4,5.2,6.4,6.6,5.9
"346",2021-12-19 10:00:00,5.8,6,6.2,5.3,6.7,6.7,6.1
"347",2021-12-19 11:00:00,5.8,6,6,5.5,6.5,6.6,6.1
"348",2021-12-19 12:00:00,5.8,6.2,5.8,5.1,6.5,6.6,6
"349",2021-12-19 13:00:00,5.4,5.9,5.2,4.5,5.9,6.7,5.8
"350",2021-12-19 14:00:00,5.3,5.5,4.7,3.7,4.9,6,5.4
"351",2021-12-19 15:00:00,4.7,4.7,3.8,3.1,4.4,5.8,5.3
"352",2021-12-19 16:00:00,4.5,3.6,3.3,2.6,3.5,4.9,4.8
"353",2021-12-19 17:00:00,4.7,2.8,3,2.6,2.7,4.3,3.8
"354",2021-12-19 18:00:00,4.1,2.4,2.1,1.8,3.2,3.8,3.4
"355",2021-12-19 19:00:00,4.2,2.7,1.8,1.2,2.5,2.9,3
"356",2021-12-19 20:00:00,4.1,2,1.6,1,1.6,2.2,1.6
"357",2021-12-19 21:00:00,3.9,1.7,1.6,1.5,1,1.5,1.1
"358",2021-12-19 22:00:00,3.9,1.1,1.5,1.5,0.8,1.2,0.4
"359",2021-12-19 23:00:00,3.9,1.8,1.2,1.9,1,0.9,0.3
"360",2021-12-20,3.9,1.3,1.2,1.8,1.6,0.6,0.5
"361",2021-12-20 01:00:00,4.1,1.1,1.4,1.3,1.2,0.3,0.4
"362",2021-12-20 02:00:00,4.2,1.4,1.4,1.4,1.7,0.1,0.6
"363",2021-12-20 03:00:00,4.1,1.6,1,1.3,1.9,-0.2,0.3
"364",2021-12-20 04:00:00,3.9,2.2,1,1.1,1.7,-0.2,0.2
"365",2021-12-20 05:00:00,3.7,2,0.9,0.6,2,-0.4,0
"366",2021-12-20 06:00:00,2.8,1.8,1.3,0.4,2,-0.3,-0.4
"367",2021-12-20 07:00:00,2.8,1.8,0.8,0.3,1.6,-0.6,-0.7
"368",2021-12-20 08:00:00,2.4,2.1,1.4,0.5,1.4,-0.1,-0.5
"369",2021-12-20 09:00:00,2.3,1.5,2,0.5,1.9,0.5,0.5
"370",2021-12-20 10:00:00,1.1,2.5,1.5,0,2.5,2.5,1.6
"371",2021-12-20 11:00:00,2.7,3.1,1.4,-0.1,2.3,2.8,1.6
"372",2021-12-20 12:00:00,1.3,2.5,1.6,0.1,1.9,3.6,2.2
"373",2021-12-20 13:00:00,2.3,2.2,1.3,0.1,1.7,3.1,1.2
"374",2021-12-20 14:00:00,2.1,1.7,1.4,-0.2,-0.2,2.9,1.2
"375",2021-12-20 15:00:00,1.7,0.8,1,-0.7,-0.8,1.6,0.7
"376",2021-12-20 16:00:00,1.8,0.7,0.2,-0.6,-0.4,0.6,0.5
"377",2021-12-20 17:00:00,1.8,0.7,-0.1,-1.2,-0.8,-0.1,0
"378",2021-12-20 18:00:00,1.7,0.1,-0.2,-1.4,-1,-0.5,-0.3
"379",2021-12-20 19:00:00,1.8,0.2,-0.6,-1.4,-0.6,-0.8,-0.2
"380",2021-12-20 20:00:00,1.6,-0.5,-0.1,-1.3,-1,0.2,-0.8
"381",2021-12-20 21:00:00,1.2,-0.4,-0.2,-1.2,-1.5,0.3,-2
"382",2021-12-20 22:00:00,1,-0.1,-0.5,-1.4,-1.1,0.1,-1.4
"383",2021-12-20 23:00:00,0.2,-0.3,-0.4,-1.9,-1.8,0,-1.4
